Location.Country,Location.Region,Location.Altitude.Min,Location.Altitude.Max,Location.Altitude.Average,Year,Data.Owner,Data.Type.Species,Data.Type.Variety,Data.Type.Processing method,Data.Production.Number of bags,Data.Production.Bag weight,Data.Scores.Aroma,Data.Scores.Flavor,Data.Scores.Aftertaste,Data.Scores.Acidity,Data.Scores.Body,Data.Scores.Balance,Data.Scores.Uniformity,Data.Scores.Sweetness,Data.Scores.Moisture,Data.Scores.Total,Data.Color
Ethiopia,addis ababa,0,0,0,2017,seid damtew coffee planataion,Arabica,Caturra,Natural / Dry,320,19200.0,7.83,8.0,7.83,8.17,7.92,8.0,10.0,10.0,0.09,85.75,
Guatemala,san marcos,1700,1700,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.75,7.83,7.58,7.83,7.67,7.75,10.0,10.0,0.13,84.17,Green
Honduras,comayagua,1500,1500,1500,2017,bismarck castro,Arabica,Caturra,Washed / Wet,275,66.0,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,0.1,84.0,Green
Colombia,huila,442,442,442,2017,carcafe ltda ci,Arabica,Caturra,Washed / Wet,275,70.0,7.83,7.83,7.58,7.58,7.58,7.58,10.0,10.0,0.11,83.75,Green
Guatemala,san marcos,1700,1700,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,0.1,83.42,Green
Mexico,sierra madre occidental,1600,1600,1600,2017,cafe de don balbino s.c. de r.l. de c.v.,Arabica,Typica,Washed / Wet,50,50.0,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,0.11,83.25,Blue-Green
Guatemala,oriente,1901,1901,1901,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,275,69.0,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,0.1,83.17,Green
Colombia,guayata,1500,1500,1500,2017,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,129,70.0,7.58,7.67,7.5,7.33,7.67,7.58,10.0,10.0,0.11,82.92,Green
Guatemala,san marcos,1700,1700,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.5,7.58,7.33,7.67,7.58,7.58,10.0,10.0,0.11,82.83,Green
Guatemala,santa rosa,1800,1800,1800,2017,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,275,69.0,7.58,7.67,7.5,7.58,7.5,7.42,10.0,10.0,0.11,82.75,Green
Guatemala,san marcos,1700,1700,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.5,7.67,7.17,7.67,7.67,7.58,10.0,10.0,0.11,82.75,Green
Guatemala,santa rosa,1219,1219,1219,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.5,7.5,7.42,7.58,7.67,7.5,10.0,10.0,0.1,82.75,Green
Guatemala,oriente,1219,1219,1219,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69.0,7.42,7.58,7.42,7.67,7.5,7.5,10.0,10.0,0.1,82.75,Green
Guatemala,el progreso,157,157,157,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69.0,7.58,7.58,7.33,7.58,7.33,7.67,10.0,10.0,0.12,82.75,Green
Honduras,comayagua,1400,1400,1400,2017,bismarck castro,Arabica,Caturra,Natural / Dry,275,69.0,7.58,7.5,7.42,7.58,7.5,7.5,10.0,10.0,0.09,82.75,Green
Guatemala,oriente,1219,1219,1219,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69.0,7.5,7.42,7.42,7.75,7.5,7.5,10.0,10.0,0.1,82.58,Green
Honduras,comayagua,1400,1400,1400,2017,elsy reyes,Arabica,Caturra,Washed / Wet,275,69.0,7.58,7.58,7.33,7.5,7.5,7.5,10.0,10.0,0.1,82.5,Green
Guatemala,san marcos,1700,1700,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.58,7.5,7.33,7.75,7.33,7.5,10.0,10.0,0.1,82.42,Green
Guatemala,el progreso,157,157,157,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,20,69.0,7.58,7.5,7.25,7.67,7.5,7.5,10.0,10.0,0.12,82.42,Green
Honduras,comayagua,1396,1396,1396,2017,bismarck castro,Arabica,Caturra,Washed / Wet,275,69.0,7.5,7.58,7.33,7.5,7.42,7.42,10.0,10.0,0.1,82.33,Green
Indonesia,aceh gayo,1300,1300,1300,2017,sanjava coffee,Arabica,Bourbon,Washed / Wet,2,1.0,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,0.15,82.08,Unknown
Guatemala,oriente,1901,1901,1901,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69.0,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,0.1,81.92,Green
Guatemala,santa rosa,1219,1219,1219,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,0.11,81.92,Green
Honduras,comayagua,1400,1400,1400,2017,bismarck castro,Arabica,Caturra,Washed / Wet,274,67.0,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,0.12,81.92,Green
Guatemala,oriente,157,157,157,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69.0,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,0.1,81.83,Green
Guatemala,san marcos,1700,1700,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,0.11,81.75,Green
Guatemala,san marcos,1700,1700,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,0.1,81.67,Green
Guatemala,santa rosa,1219,1219,1219,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,80,69.0,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,0.12,81.67,Green
Guatemala,huehuetenango,190164,190164,190164,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69.0,7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,0.12,81.58,Green
Guatemala,santa rosa,1219,1219,1219,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10.0,0.1,81.5,Green
Nicaragua,jalapa,1100,1100,1100,2017,"exportadora atlantic, s.a.",Arabica,Caturra,Other,550,69.0,7.5,7.42,7.33,7.33,7.25,7.33,10.0,10.0,0.11,81.5,Green
Honduras,comayagua,1400,1400,1400,2017,elsy reyes,Arabica,Caturra,Washed / Wet,275,69.0,7.5,7.5,7.33,7.42,7.17,7.25,10.0,10.0,0.1,81.5,Green
Guatemala,santa rosa,0,0,0,2017,juan luis alvarado romero,Arabica,Bourbon,,50,69.0,7.5,7.42,7.25,7.25,7.5,7.25,10.0,10.0,0.12,81.5,Green
Guatemala,oriente,1901,1901,1901,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,25,69.0,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,0.1,80.92,Green
Mexico,veracruz,1100,1100,1100,2017,grupo santab s.a de c.v.,Arabica,Bourbon,Washed / Wet,240,69.0,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,0.11,80.92,Green
Guatemala,santa rosa,1500,1500,1500,2017,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,275,69.0,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,0.1,80.5,Green
Honduras,ocotepeque,1650,1650,1650,2017,janny marlith torres,Arabica,Catuai,Washed / Wet,15,69.0,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,0.11,80.5,Green
Nicaragua,jinotega,1250,1250,1250,2017,"comercial internacional exportadora, s.a.",Arabica,Caturra,Washed / Wet,275,69.0,7.33,7.08,6.92,7.08,7.42,7.17,10.0,10.0,0.1,80.0,Green
Guatemala,san marcos,1700,1700,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,0.1,79.83,Green
Guatemala,santa rosa,1219,1219,1219,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,0.1,79.17,Green
Honduras,ocotepeque,1650,1650,1650,2017,janny marlith torres,Arabica,Catuai,Washed / Wet,15,69.0,7.58,7.0,6.75,6.92,7.0,6.92,10.0,10.0,0.11,79.17,Green
Guatemala,san marcos,1700,1700,1700,2017,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69.0,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,0.1,79.08,Green
Honduras,comayagua,1400,1400,1400,2017,bismarck castro,Arabica,Caturra,,275,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,Green
